sale_date,store_id,product_id,units_sold,revenue
2026-01-10,S050,P020,6,25.86
2026-01-10,S050,P013,19,49.75
2026-01-10,S050,P003,8,19.73
2026-01-10,S050,P002,20,47.49
2026-01-11,S004,P006,18,53.77
2026-01-11,S004,P011,8,12.2
2026-01-11,S004,P004,11,26.83
2026-01-11,S040,P017,7,11.67
2026-01-11,S040,P007,2,3.79
2026-01-11,S040,P003,4,9.71
2026-01-11,S040,P019,22,43.19
2026-01-11,S040,P001,21,49.6
2026-01-11,S040,P004,8,19.03
2026-01-11,S017,P003,4,9.35
2026-01-11,S017,P019,10,19.62
2026-01-11,S017,P025,17,63.77
2026-01-11,S017,P005,12,27.2
2026-01-11,S017,P017,10,17.29
2026-01-11,S017,P010,28,53.49
2026-01-11,S008,P020,13,53.85
2026-01-11,S008,P002,16,37.72
2026-01-11,S008,P018,2,3.84
2026-01-11,S008,P004,18,43.61
2026-01-11,S008,P019,3,5.53
2026-01-11,S008,P016,3,5.53
2026-01-11,S003,P020,6,24.87
2026-01-11,S003,P024,3,14.04
2026-01-11,S003,P025,15,56.51
2026-01-11,S003,P003,8,18.41
2026-01-11,S003,P018,10,19.68
2026-01-11,S003,P016,2,3.68
2026-01-11,S005,P023,6,14.82
2026-01-11,S005,P005,14,30.38
2026-01-11,S005,P014,3,9.71
2026-01-11,S005,P025,2,7.82
2026-01-11,S005,P018,4,7.33
2026-01-11,S005,P024,13,60.08
2026-01-11,S029,P015,13,25.16
2026-01-11,S029,P006,14,38.95
2026-01-11,S029,P010,17,31.45
2026-01-11,S029,P002,3,7.43
2026-01-11,S024,P016,10,18.79
2026-01-11,S024,P023,18,42.28
2026-01-11,S024,P024,11,51.67
2026-01-11,S024,P012,17,40.12
2026-01-11,S039,P023,9,21.55
2026-01-11,S039,P020,15,63.1
2026-01-11,S039,P016,18,35.21
2026-01-11,S039,P009,4,7.77
2026-01-11,S039,P003,25,57.38
2026-01-11,S039,P007,3,5.77
2026-01-12,S006,P013,3,7.72
2026-01-12,S006,P006,16,47.5
2026-01-12,S006,P022,15,14.74
2026-01-12,S006,P014,9,29.75
2026-01-12,S004,P014,13,45.14
2026-01-12,S004,P024,15,73.17
2026-01-12,S004,P002,15,37.23
2026-01-12,S004,P004,18,44.55
2026-01-12,S004,P018,7,13.13
2026-01-12,S004,P013,7,18.36
2026-01-12,S018,P011,9,13.92
2026-01-12,S018,P019,1,1.92
2026-01-12,S018,P013,14,38.58
2026-01-12,S018,P002,15,35.68
2026-01-12,S018,P020,11,46.86
2026-01-12,S040,P014,12,40.38
2026-01-12,S040,P002,3,7.03
2026-01-12,S040,P019,8,15.28
2026-01-12,S040,P003,9,20.88
2026-01-12,S025,P008,2,3.82
2026-01-12,S025,P004,16,36.79
2026-01-12,S025,P021,6,29.26
2026-01-12,S032,P009,3,5.66
2026-01-12,S032,P001,4,9.25
2026-01-12,S032,P022,3,2.81
2026-01-12,S032,P012,15,36.4
2026-01-12,S032,P018,4,7.88
2026-01-12,S002,P001,15,37.04
2026-01-12,S002,P011,12,19.04
2026-01-12,S002,P020,1,4.15
2026-01-12,S002,P012,7,16.07
2026-01-12,S046,P011,21,32.62
2026-01-12,S046,P017,7,12.11
2026-01-12,S046,P023,5,12.45
2026-01-12,S046,P025,5,19.88
2026-01-12,S043,P019,15,27.75
2026-01-12,S043,P017,21,36.41
2026-01-12,S043,P021,18,84.91
2026-01-12,S043,P018,9,16.9
2026-01-12,S029,P011,8,12.46
2026-01-12,S029,P008,5,9.51
2026-01-12,S029,P025,13,49.18
2026-01-12,S029,P012,13,30.72
2026-01-12,S003,P020,7,29.53
2026-01-12,S003,P008,16,30.99
2026-01-12,S003,P015,11,20.74
2026-01-12,S003,P014,3,9.99
2026-01-12,S003,P024,6,29.06
2026-01-12,S003,P019,9,17.73
2026-01-12,S015,P006,11,32.13
2026-01-12,S015,P004,19,44.0
2026-01-12,S015,P014,3,9.65
2026-01-13,S005,P023,12,28.96
2026-01-13,S005,P010,2,3.95
2026-01-13,S005,P004,19,45.91
2026-01-13,S005,P011,13,19.81
2026-01-13,S009,P024,13,64.33
2026-01-13,S009,P006,14,40.03
2026-01-13,S009,P025,11,42.16
2026-01-13,S009,P019,12,22.15
2026-01-13,S033,P016,18,35.37
2026-01-13,S033,P011,13,19.65
2026-01-13,S033,P002,8,18.39
2026-01-13,S033,P019,7,13.13
2026-01-13,S033,P017,9,15.19
2026-01-13,S034,P010,13,24.15
2026-01-13,S034,P009,12,23.41
2026-01-13,S034,P016,9,16.68
2026-01-13,S025,P018,2,3.67
2026-01-13,S025,P017,5,8.83
2026-01-13,S025,P025,1,3.76
2026-01-13,S025,P006,17,48.88
2026-01-13,S028,P010,14,27.56
2026-01-13,S028,P004,11,25.45
2026-01-13,S028,P023,15,36.59
2026-01-13,S028,P024,10,47.21
2026-01-13,S028,P015,16,30.45
2026-01-13,S028,P014,19,61.4
2026-01-13,S023,P002,9,21.62
2026-01-13,S023,P014,3,10.16
2026-01-13,S023,P004,7,16.56
2026-01-13,S023,P023,9,21.09
2026-01-13,S023,P017,5,8.37
2026-01-13,S049,P010,5,9.21
2026-01-13,S049,P005,9,19.03
2026-01-13,S049,P007,10,19.31
2026-01-13,S049,P021,9,43.06
2026-01-13,S049,P003,8,19.67
2026-01-13,S049,P017,12,20.6
2026-01-13,S026,P020,6,26.68
2026-01-13,S026,P012,10,23.8
2026-01-13,S026,P018,9,16.64
2026-01-13,S026,P016,20,38.72
2026-01-13,S026,P010,14,27.2
2026-01-13,S026,P004,20,49.26
2026-01-13,S036,P022,9,8.76
2026-01-13,S036,P008,3,5.65
2026-01-13,S036,P001,11,26.97
2026-01-13,S036,P010,14,27.66
2026-01-13,S036,P009,9,16.79
2026-01-13,S036,P017,2,3.41
2026-01-14,S035,P024,4,18.9
2026-01-14,S035,P001,15,36.01
2026-01-14,S035,P013,3,7.94
2026-01-14,S014,P006,7,19.53
2026-01-14,S014,P018,11,20.52
2026-01-14,S014,P013,11,28.32
2026-01-14,S014,P023,2,4.79
2026-01-14,S041,P016,9,17.46
2026-01-14,S041,P002,2,4.63
2026-01-14,S041,P006,15,41.73
2026-01-14,S041,P010,12,22.12
2026-01-14,S041,P022,20,19.42
2026-01-14,S041,P001,10,24.39
2026-01-14,S008,P004,9,22.16
2026-01-14,S008,P024,11,53.76
2026-01-14,S008,P019,9,16.77
2026-01-14,S008,P013,12,32.34
2026-01-14,S040,P010,9,17.78
2026-01-14,S040,P014,15,48.23
2026-01-14,S040,P003,19,47.13
2026-01-14,S040,P008,4,7.69
2026-01-14,S040,P024,1,4.68
2026-01-14,S040,P018,12,22.18
2026-01-14,S046,P011,5,7.91
2026-01-14,S046,P005,6,13.08
2026-01-14,S046,P021,17,83.74
2026-01-14,S046,P003,6,14.33
2026-01-14,S046,P004,13,30.66
2026-01-14,S022,P002,18,42.2
2026-01-14,S022,P011,9,14.07
2026-01-14,S022,P023,15,36.31
2026-01-14,S022,P019,11,20.98
2026-01-14,S009,P004,3,7.32
2026-01-14,S009,P014,7,22.71
2026-01-14,S009,P023,7,17.39
2026-01-14,S039,P014,17,58.14
2026-01-14,S039,P016,14,26.29
2026-01-14,S039,P006,19,55.54
2026-01-14,S050,P017,5,8.61
2026-01-14,S050,P011,9,14.26
2026-01-14,S050,P020,13,54.87
2026-01-14,S050,P012,13,30.64
2026-01-14,S050,P019,4,7.78
2026-01-15,S001,P002,5,12.09
2026-01-15,S001,P020,8,33.09
2026-01-15,S001,P015,6,11.77
2026-01-15,S021,P019,10,19.33
2026-01-15,S021,P024,5,23.26
2026-01-15,S021,P010,6,11.24
2026-01-15,S021,P012,3,7.18
2026-01-15,S021,P020,12,52.9
2026-01-15,S021,P013,12,32.78
2026-01-15,S027,P007,4,7.63
2026-01-15,S027,P006,1,2.97
2026-01-15,S027,P001,2,4.9
2026-01-15,S027,P008,16,30.13
2026-01-15,S027,P025,20,74.95
2026-01-15,S027,P003,12,28.41
2026-01-15,S012,P012,10,24.79
2026-01-15,S012,P010,11,21.61
2026-01-15,S012,P017,15,26.4
2026-01-15,S012,P011,5,7.59
2026-01-15,S012,P023,10,24.63
2026-01-15,S012,P003,18,42.47
2026-01-15,S010,P007,8,15.91
2026-01-15,S010,P020,7,30.24
2026-01-15,S010,P018,2,3.77
2026-01-15,S010,P025,16,61.3
2026-01-15,S010,P013,2,5.15
2026-01-15,S010,P012,10,23.7
2026-01-15,S031,P009,22,42.49
2026-01-15,S031,P021,13,63.57
2026-01-15,S031,P002,3,6.89
2026-01-15,S031,P019,6,11.15
2026-01-15,S031,P001,4,9.83
2026-01-15,S005,P002,2,4.92
2026-01-15,S005,P015,12,22.34
2026-01-15,S005,P021,1,4.86
2026-01-15,S050,P023,12,29.08
2026-01-15,S050,P006,18,52.4
2026-01-15,S050,P019,3,5.86
2026-01-15,S050,P024,6,27.75
2026-01-15,S050,P012,11,26.53
2026-01-15,S020,P006,10,28.62
2026-01-15,S020,P021,4,19.1
2026-01-15,S020,P001,6,13.96
2026-01-15,S020,P010,3,5.77
2026-01-15,S020,P009,2,3.91
2026-01-15,S020,P018,8,15.23
2026-01-15,S013,P010,5,9.46
2026-01-15,S013,P022,8,7.38
2026-01-15,S013,P021,11,54.17
2026-01-15,S013,P007,12,22.31
2026-01-15,S041,P009,13,24.52
2026-01-15,S041,P023,17,41.08
2026-01-15,S041,P015,5,9.82
2026-01-15,S041,P003,11,26.44
2026-01-15,S041,P016,13,25.48
2026-01-15,S007,P007,7,13.68
2026-01-15,S007,P011,8,11.97
2026-01-15,S007,P023,5,12.08
2026-01-15,S007,P017,13,22.5
2026-01-15,S007,P018,13,25.16
2026-01-15,S035,P011,15,21.96
2026-01-15,S035,P023,14,33.01
2026-01-15,S035,P004,4,9.45
2026-01-15,S030,P015,1,1.93
2026-01-15,S030,P018,17,32.41
2026-01-15,S030,P006,7,19.88
2026-01-15,S030,P025,11,41.79
2026-01-15,S022,P008,4,7.82
2026-01-15,S022,P025,14,52.12
2026-01-15,S022,P017,8,14.19
2026-01-16,S037,P013,6,15.51
2026-01-16,S037,P006,10,28.55
2026-01-16,S037,P015,7,13.43
2026-01-16,S037,P001,9,20.9
2026-01-16,S037,P005,4,8.93
2026-01-16,S037,P007,9,17.43
2026-01-16,S049,P023,5,11.78
2026-01-16,S049,P008,13,25.31
2026-01-16,S049,P004,15,35.96
2026-01-16,S049,P013,12,32.78
2026-01-16,S049,P005,1,2.22
2026-01-16,S049,P011,8,12.05
2026-01-16,S009,P020,4,16.72
2026-01-16,S009,P025,5,18.84
2026-01-16,S009,P013,3,8.14
2026-01-16,S048,P005,12,26.21
2026-01-16,S048,P010,6,11.48
2026-01-16,S048,P024,4,18.5
2026-01-16,S048,P013,5,13.29
2026-01-16,S048,P016,1,1.85
2026-01-16,S048,P002,16,38.1
2026-01-16,S043,P021,12,58.13
2026-01-16,S043,P022,16,15.56
2026-01-16,S043,P013,14,38.97
2026-01-16,S043,P014,5,17.42
2026-01-16,S043,P002,17,39.21
2026-01-16,S043,P010,1,1.98
2026-01-16,S022,P007,10,18.76
2026-01-16,S022,P017,6,10.28
2026-01-16,S022,P020,3,13.13
2026-01-16,S022,P024,9,43.74
2026-01-16,S022,P015,2,3.72
2026-01-16,S004,P014,3,9.93
2026-01-16,S004,P001,3,7.11
2026-01-16,S004,P015,5,9.23
2026-01-16,S004,P011,6,9.11
2026-01-16,S004,P010,9,17.13
2026-01-16,S006,P024,2,9.48
2026-01-16,S006,P017,6,10.5
2026-01-16,S006,P019,4,7.95
2026-01-16,S006,P015,3,5.8
2026-01-16,S020,P014,11,37.6
2026-01-16,S020,P013,4,10.65
2026-01-16,S020,P001,5,12.02
2026-01-16,S020,P006,11,31.68
2026-01-16,S020,P024,10,46.1
2026-01-16,S010,P007,3,5.93
2026-01-16,S010,P014,9,29.92
2026-01-16,S010,P009,2,3.87
2026-01-16,S010,P006,8,23.15
2026-01-16,S010,P023,9,21.02
2026-01-16,S010,P017,9,15.61
2026-01-16,S023,P019,13,24.95
2026-01-16,S023,P014,10,33.08
2026-01-16,S023,P021,12,59.18
2026-01-16,S023,P020,14,61.34
2026-01-16,S023,P011,11,16.14
2026-01-16,S023,P018,4,7.68
2026-01-17,S006,P020,24,99.34
2026-01-17,S006,P012,14,33.44
2026-01-17,S006,P019,10,19.16
2026-01-17,S006,P014,18,62.06
2026-01-17,S014,P013,11,28.63
2026-01-17,S014,P007,18,33.96
2026-01-17,S014,P004,9,21.69
2026-01-17,S048,P025,15,57.61
2026-01-17,S048,P012,13,31.06
2026-01-17,S048,P021,17,84.32
2026-01-17,S048,P004,10,23.26
2026-01-17,S048,P022,9,8.79
2026-01-17,S034,P021,24,114.11
2026-01-17,S034,P006,2,5.57
2026-01-17,S034,P022,29,27.79
2026-01-17,S034,P004,23,54.18
2026-01-17,S034,P013,8,21.65
2026-01-17,S034,P019,6,11.01
2026-01-17,S024,P018,9,17.82
2026-01-17,S024,P017,8,13.51
2026-01-17,S024,P007,2,3.81
2026-01-17,S024,P006,12,34.28
2026-01-17,S024,P015,13,25.81
2026-01-17,S024,P012,24,58.82
2026-01-17,S020,P006,2,5.83
2026-01-17,S020,P008,22,43.76
2026-01-17,S020,P015,12,22.77
2026-01-17,S020,P024,15,72.08
2026-01-17,S020,P003,2,4.91
2026-01-17,S019,P010,3,5.83
2026-01-17,S019,P013,24,63.96
2026-01-17,S019,P024,4,19.72
2026-01-17,S021,P024,20,92.95
2026-01-17,S021,P006,13,36.41
2026-01-17,S021,P012,5,12.14
2026-01-17,S029,P023,17,40.47
2026-01-17,S029,P016,13,25.03
2026-01-17,S029,P008,5,9.38
2026-01-17,S029,P009,13,24.97
2026-01-17,S029,P011,12,18.65
2026-01-17,S029,P010,13,24.71
2026-01-17,S030,P005,14,30.08
2026-01-17,S030,P024,10,46.5
2026-01-17,S030,P023,2,4.87
2026-01-17,S030,P020,21,91.41
2026-01-17,S030,P010,11,21.27
2026-01-17,S002,P017,10,17.16
2026-01-17,S002,P012,26,59.63
2026-01-17,S002,P013,4,10.54
2026-01-17,S002,P016,8,15.42
2026-01-17,S002,P021,6,28.4
2026-01-17,S010,P019,17,32.2
2026-01-17,S010,P021,7,33.55
2026-01-17,S010,P001,12,28.77
2026-01-17,S010,P017,6,9.93
2026-01-17,S010,P008,19,35.56
2026-01-17,S010,P007,9,17.41
2026-01-17,S038,P008,4,7.49
2026-01-17,S038,P023,9,20.96
2026-01-17,S038,P015,6,11.11
2026-01-17,S038,P006,10,28.05
2026-01-18,S030,P020,2,8.88
2026-01-18,S030,P016,7,13.31
2026-01-18,S030,P010,10,19.32
2026-01-18,S030,P019,25,46.77
2026-01-18,S007,P020,22,93.12
2026-01-18,S007,P009,11,21.07
2026-01-18,S007,P016,12,23.04
2026-01-18,S007,P021,14,64.89
2026-01-18,S007,P006,8,22.62
2026-01-18,S007,P011,22,32.64
2026-01-18,S035,P025,10,39.46
2026-01-18,S035,P014,16,53.78
2026-01-18,S035,P022,7,6.44
2026-01-18,S004,P007,22,42.68
2026-01-18,S004,P010,10,18.55
2026-01-18,S004,P017,7,11.92
2026-01-18,S004,P011,10,15.4
2026-01-18,S021,P011,21,31.44
2026-01-18,S021,P017,12,21.23
2026-01-18,S021,P016,12,22.55
2026-01-18,S021,P021,19,89.62
2026-01-18,S041,P014,12,39.9
2026-01-18,S041,P019,9,17.58
2026-01-18,S041,P013,2,5.22
2026-01-18,S041,P025,10,37.9
2026-01-18,S041,P001,14,33.14
2026-01-18,S005,P007,9,16.83
2026-01-18,S005,P020,17,75.97
2026-01-18,S005,P017,27,48.12
2026-01-18,S005,P015,19,37.53
2026-01-18,S013,P008,4,7.54
2026-01-18,S013,P009,15,28.14
2026-01-18,S013,P020,16,70.4
2026-01-18,S013,P019,19,37.0
2026-01-18,S013,P013,9,24.29
2026-01-18,S013,P002,10,23.78
2026-01-18,S031,P019,26,50.46
2026-01-18,S031,P018,8,14.73
2026-01-18,S031,P025,19,71.94
2026-01-18,S031,P022,22,20.41
2026-01-18,S031,P009,14,26.66
2026-01-18,S008,P007,1,1.93
2026-01-18,S008,P022,17,16.14
2026-01-18,S008,P023,4,9.21
2026-01-18,S008,P009,20,38.42
2026-01-18,S008,P020,4,17.78
2026-01-18,S029,P018,5,9.6
2026-01-18,S029,P016,6,11.75
2026-01-18,S029,P010,5,9.53
2026-01-18,S029,P019,11,21.48
2026-01-18,S029,P011,22,33.48
2026-01-18,S006,P021,14,68.64
2026-01-18,S006,P011,23,34.82
2026-01-18,S006,P003,9,22.1
2026-01-18,S006,P006,1,2.83
2026-01-18,S042,P009,15,29.02
2026-01-18,S042,P008,11,21.14
2026-01-18,S042,P019,20,38.89
2026-01-18,S042,P022,6,5.54
2026-01-18,S043,P006,4,11.52
2026-01-18,S043,P004,4,9.41
2026-01-18,S043,P001,12,27.97
2026-01-18,S043,P018,8,14.99
2026-01-18,S043,P020,11,45.55
2026-01-18,S049,P004,3,7.11
2026-01-18,S049,P013,11,29.68
2026-01-18,S049,P001,4,9.3
2026-01-18,S049,P015,17,33.17
2026-01-18,S049,P007,7,13.64
2026-01-18,S049,P024,18,84.91
2026-01-19,S014,P014,3,10.34
2026-01-19,S014,P013,9,24.51
2026-01-19,S014,P004,17,39.0
2026-01-19,S014,P012,11,27.17
2026-01-19,S014,P022,2,1.86
2026-01-19,S014,P010,1,1.86
2026-01-19,S006,P025,13,51.14
2026-01-19,S006,P002,12,29.73
2026-01-19,S006,P024,6,29.49
2026-01-19,S006,P020,6,26.78
2026-01-19,S006,P007,5,9.32
2026-01-19,S006,P010,15,29.63
2026-01-19,S033,P020,7,29.03
2026-01-19,S033,P011,16,24.88
2026-01-19,S033,P001,5,11.47
2026-01-19,S033,P016,6,11.93
2026-01-19,S033,P002,6,14.3
2026-01-19,S024,P018,10,19.74
2026-01-19,S024,P015,7,13.55
2026-01-19,S024,P005,16,35.67
2026-01-19,S024,P020,4,17.6
2026-01-19,S024,P021,6,28.78
2026-01-19,S024,P001,5,11.54
2026-01-19,S031,P023,4,9.36
2026-01-19,S031,P013,9,25.06
2026-01-19,S031,P010,18,35.78
2026-01-19,S017,P025,6,23.81
2026-01-19,S017,P005,3,6.76
2026-01-19,S017,P011,3,4.76
2026-01-19,S017,P014,1,3.22
2026-01-19,S017,P012,7,16.49
2026-01-19,S048,P016,20,38.06
2026-01-19,S048,P012,10,23.14
2026-01-19,S048,P007,10,19.13
2026-01-19,S048,P021,10,49.47
2026-01-19,S048,P019,9,17.73
2026-01-19,S048,P013,17,46.17
2026-01-19,S008,P025,16,63.66
2026-01-19,S008,P017,4,7.15
2026-01-19,S008,P009,3,5.83
2026-01-19,S008,P003,7,16.46
2026-01-19,S008,P012,15,37.17
2026-01-19,S030,P013,10,26.11
2026-01-19,S030,P017,13,22.86
2026-01-19,S030,P007,18,35.25
2026-01-19,S030,P005,13,29.04
2026-01-19,S002,P012,7,17.23
2026-01-19,S002,P006,10,29.3
2026-01-19,S002,P004,6,14.89
2026-01-19,S002,P022,18,16.79
2026-01-19,S001,P010,9,17.82
2026-01-19,S001,P013,1,2.72
2026-01-19,S001,P017,9,15.77
2026-01-19,S001,P014,2,6.65
2026-01-19,S001,P016,5,9.28
2026-01-19,S001,P015,8,14.85
2026-01-20,S026,P005,15,31.88
2026-01-20,S026,P022,14,13.24
2026-01-20,S026,P009,5,9.64
2026-01-20,S026,P011,4,6.35
2026-01-20,S026,P001,14,34.72
2026-01-20,S026,P004,2,4.94
2026-01-20,S038,P021,8,38.93
2026-01-20,S038,P015,19,35.46
2026-01-20,S038,P014,3,10.25
2026-01-20,S013,P008,11,20.32
2026-01-20,S013,P022,12,11.63
2026-01-20,S013,P016,10,18.83
2026-01-20,S013,P023,12,27.69
2026-01-20,S013,P014,5,16.73
2026-01-20,S016,P008,17,33.39
2026-01-20,S016,P019,14,27.57
2026-01-20,S016,P014,10,32.41
2026-01-20,S016,P022,5,4.6
2026-01-20,S016,P009,8,15.5
2026-01-20,S016,P004,17,41.38
2026-01-20,S023,P012,16,38.32
2026-01-20,S023,P021,16,77.46
2026-01-20,S023,P015,16,29.36
2026-01-20,S005,P001,13,31.86
2026-01-20,S005,P021,19,89.15
2026-01-20,S005,P011,11,17.44
2026-01-20,S005,P004,9,20.7
2026-01-20,S015,P023,13,31.73
2026-01-20,S015,P021,8,39.46
2026-01-20,S015,P009,10,19.16
2026-01-20,S015,P006,8,22.59
2026-01-20,S015,P007,4,7.52
2026-01-20,S015,P018,18,35.12
2026-01-20,S018,P009,14,27.63
2026-01-20,S018,P023,8,18.84
2026-01-20,S018,P016,4,7.52
2026-01-20,S018,P012,20,48.05
2026-01-20,S009,P013,6,16.35
2026-01-20,S009,P020,16,66.93
2026-01-20,S009,P023,12,28.44
2026-01-20,S009,P003,10,24.81
2026-01-20,S050,P020,19,80.16
2026-01-20,S050,P019,6,11.25
2026-01-20,S050,P003,14,34.01
2026-01-20,S050,P011,7,10.44
2026-01-20,S050,P008,6,11.27
2026-01-20,S008,P020,15,67.34
2026-01-20,S008,P016,7,13.76
2026-01-20,S008,P015,15,29.58
2026-01-20,S049,P024,11,54.56
2026-01-20,S049,P009,8,15.1
2026-01-20,S049,P023,5,12.28
2026-01-20,S049,P012,10,24.06
2026-01-20,S049,P025,6,23.53
2026-01-20,S049,P014,20,67.21
2026-01-20,S010,P020,14,61.07
2026-01-20,S010,P008,8,15.38
2026-01-20,S010,P024,2,9.53
2026-01-20,S014,P003,3,7.16
2026-01-20,S014,P006,4,11.34
2026-01-20,S014,P001,10,24.8
2026-01-20,S014,P018,2,3.82
2026-01-20,S014,P015,7,13.06
2026-01-20,S014,P022,14,13.52
2026-01-21,S022,P019,4,7.79
2026-01-21,S022,P004,6,14.46
2026-01-21,S022,P025,8,29.44
2026-01-21,S022,P003,19,44.78
2026-01-21,S022,P020,6,26.02
2026-01-21,S015,P014,5,16.55
2026-01-21,S015,P013,18,48.21
2026-01-21,S015,P023,5,11.65
2026-01-21,S015,P016,16,30.91
2026-01-21,S015,P005,11,23.36
2026-01-21,S015,P011,7,10.78
2026-01-21,S037,P022,4,3.96
2026-01-21,S037,P012,1,2.37
2026-01-21,S037,P004,2,4.81
2026-01-21,S033,P003,13,30.35
2026-01-21,S033,P006,9,26.23
2026-01-21,S033,P007,6,11.53
2026-01-21,S033,P021,17,84.01
2026-01-21,S033,P020,7,30.96
2026-01-21,S027,P001,8,19.41
2026-01-21,S027,P020,14,58.33
2026-01-21,S027,P002,8,19.92
2026-01-21,S027,P018,15,29.68
2026-01-21,S027,P004,16,39.66
2026-01-21,S027,P010,3,5.67
2026-01-21,S010,P016,9,17.88
2026-01-21,S010,P007,20,39.51
2026-01-21,S010,P013,6,15.52
2026-01-21,S010,P002,14,33.64
2026-01-21,S035,P025,5,18.67
2026-01-21,S035,P018,14,26.47
2026-01-21,S035,P021,12,55.59
2026-01-21,S035,P007,18,33.83
2026-01-21,S035,P010,12,23.3
2026-01-21,S035,P011,21,31.22
2026-01-21,S038,P010,7,13.64
2026-01-21,S038,P019,1,1.88
2026-01-21,S038,P024,7,33.64
2026-01-21,S021,P024,3,13.89
2026-01-21,S021,P017,8,13.99
2026-01-21,S021,P025,4,15.32
2026-01-21,S021,P006,1,2.84
2026-01-21,S021,P023,6,13.75
2026-01-21,S021,P012,9,22.26
2026-01-21,S001,P006,4,11.24
2026-01-21,S001,P013,12,31.93
2026-01-21,S001,P008,9,17.74
2026-01-21,S001,P012,9,20.64
2026-01-21,S001,P002,13,31.96
2026-01-21,S040,P025,2,7.59
2026-01-21,S040,P016,12,23.29
2026-01-21,S040,P009,4,7.4
2026-01-21,S040,P020,12,51.88
2026-01-21,S004,P024,12,56.46
2026-01-21,S004,P009,7,12.95
2026-01-21,S004,P022,10,9.55
2026-01-21,S004,P023,13,31.12
2026-01-22,S031,P025,8,30.31
2026-01-22,S031,P023,5,12.22
2026-01-22,S031,P003,20,46.57
2026-01-22,S050,P024,2,9.45
2026-01-22,S050,P011,12,18.09
2026-01-22,S050,P002,9,20.72
2026-01-22,S050,P019,11,20.65
2026-01-22,S007,P008,7,13.62
2026-01-22,S007,P006,2,5.53
2026-01-22,S007,P021,9,42.35
2026-01-22,S008,P005,5,10.91
2026-01-22,S008,P018,2,3.72
2026-01-22,S008,P011,11,16.29
2026-01-22,S008,P002,5,11.46
2026-01-22,S015,P019,6,11.71
2026-01-22,S015,P002,3,6.92
2026-01-22,S015,P013,21,56.93
2026-01-22,S003,P022,9,8.63
2026-01-22,S003,P020,16,69.75
2026-01-22,S003,P013,21,54.62
2026-01-22,S003,P015,10,18.76
2026-01-22,S003,P024,8,37.97
2026-01-22,S025,P006,8,22.89
2026-01-22,S025,P012,11,25.47
2026-01-22,S025,P024,10,47.53
2026-01-22,S025,P001,14,33.33
2026-01-22,S025,P014,13,42.97
2026-01-22,S012,P005,8,18.24
2026-01-22,S012,P024,16,76.95
2026-01-22,S012,P017,13,21.98
2026-01-22,S012,P007,10,18.48
2026-01-22,S012,P008,14,27.49
2026-01-22,S012,P022,10,9.28
2026-01-23,S043,P009,6,11.53
2026-01-23,S043,P024,6,28.3
2026-01-23,S043,P022,10,9.21
2026-01-23,S043,P019,15,29.69
2026-01-23,S025,P022,2,1.97
2026-01-23,S025,P004,2,4.62
2026-01-23,S025,P003,10,23.21
2026-01-23,S034,P010,12,23.55
2026-01-23,S034,P003,15,34.89
2026-01-23,S034,P012,8,19.22
2026-01-23,S034,P020,4,16.69
2026-01-23,S028,P006,11,32.01
2026-01-23,S028,P018,7,12.92
2026-01-23,S028,P024,2,9.49
2026-01-23,S028,P021,13,63.66
2026-01-23,S028,P016,16,30.78
2026-01-23,S028,P009,6,11.0
2026-01-23,S012,P022,3,2.88
2026-01-23,S012,P019,17,31.42
2026-01-23,S012,P012,10,23.55
2026-01-23,S012,P011,3,4.76
2026-01-23,S012,P003,12,29.62
2026-01-23,S012,P023,19,44.91
2026-01-23,S029,P007,14,25.75
2026-01-23,S029,P017,10,16.84
2026-01-23,S029,P009,13,24.37
2026-01-23,S029,P001,17,40.07
2026-01-23,S029,P016,2,3.97
2026-01-23,S002,P024,10,49.52
2026-01-23,S002,P019,13,25.24
2026-01-23,S002,P001,11,25.93
2026-01-23,S014,P014,7,23.0
2026-01-23,S014,P023,20,46.15
2026-01-23,S014,P011,14,22.07
2026-01-23,S014,P005,2,4.51
2026-01-23,S014,P012,4,9.3
2026-01-23,S014,P009,3,5.88
2026-01-23,S049,P003,2,4.72
2026-01-23,S049,P001,3,7.25
2026-01-23,S049,P024,17,80.29
2026-01-23,S037,P020,4,17.6
2026-01-23,S037,P004,3,7.3
2026-01-23,S037,P002,2,4.9
2026-01-24,S014,P020,3,12.94
2026-01-24,S014,P023,4,9.32
2026-01-24,S014,P006,9,26.0
2026-01-24,S014,P016,11,21.37
2026-01-24,S014,P010,4,7.86
2026-01-24,S014,P019,8,15.46
2026-01-24,S004,P020,9,39.84
2026-01-24,S004,P014,11,37.33
2026-01-24,S004,P017,10,16.7
2026-01-24,S004,P021,2,9.46
2026-01-24,S004,P010,4,7.84
2026-01-24,S046,P022,14,13.58
2026-01-24,S046,P025,4,15.67
2026-01-24,S046,P023,18,43.41
2026-01-24,S006,P019,14,27.29
2026-01-24,S006,P009,19,35.69
2026-01-24,S006,P024,18,89.81
2026-01-24,S025,P008,15,29.56
2026-01-24,S025,P019,18,35.38
2026-01-24,S025,P006,17,50.42
2026-01-24,S025,P002,15,36.57
2026-01-24,S021,P014,16,53.31
2026-01-24,S021,P001,6,14.88
2026-01-24,S021,P005,7,15.25
2026-01-24,S021,P011,6,8.93
2026-01-24,S021,P013,19,50.06
2026-01-24,S021,P023,10,23.88
2026-01-24,S041,P014,4,13.2
